manufacturers_id	color_name	color_category	color_image_url
1	Chateau Manor	Beige	http://jmish.s3.amazonaws.com/SignatureWools/Braid/chateaumanor.jpg
1	Chateau Manor	Green	http://jmish.s3.amazonaws.com/SignatureWools/Braid/chateaumanor.jpg
1	Chateau Manor	Blue	http://jmish.s3.amazonaws.com/SignatureWools/Braid/chateaumanor.jpg
1	Chateau Manor	Lavendar	http://jmish.s3.amazonaws.com/SignatureWools/Braid/chateaumanor.jpg
1	Chateau Manor	Red	http://jmish.s3.amazonaws.com/SignatureWools/Braid/chateaumanor.jpg
1	Chateau Manor	Burgandy	http://jmish.s3.amazonaws.com/SignatureWools/Braid/chateaumanor.jpg
1	La Maison	Beige	http://jmish.s3.amazonaws.com/SignatureWools/Braid/lamaison.jpg
1	La Maison	Green	http://jmish.s3.amazonaws.com/SignatureWools/Braid/lamaison.jpg
1	La Maison	Lavendar	http://jmish.s3.amazonaws.com/SignatureWools/Braid/lamaison.jpg
1	La Maison	Red	http://jmish.s3.amazonaws.com/SignatureWools/Braid/lamaison.jpg
1	La Maison	Yellow	http://jmish.s3.amazonaws.com/SignatureWools/Braid/lamaison.jpg
1	Brandywine	Red	http://jmish.s3.amazonaws.com/SignatureWools/Braid/brandywine.jpg
1	Brandywine	Yellow	http://jmish.s3.amazonaws.com/SignatureWools/Braid/brandywine.jpg
1	Merlot	Beige	http://jmish.s3.amazonaws.com/SignatureWools/Braid/merlot.jpg
1	Merlot	Green	http://jmish.s3.amazonaws.com/SignatureWools/Braid/merlot.jpg
1	Merlot	Blue	http://jmish.s3.amazonaws.com/SignatureWools/Braid/merlot.jpg
2	Khaki	Taupe	http://jmish.s3.amazonaws.com/SignatureWools/Williston/JM170_williston_khaki.jpg
2	Khaki	Gold	http://jmish.s3.amazonaws.com/SignatureWools/Williston/JM170_williston_khaki.jpg
2	Gold Leaf	Gold	http://jmish.s3.amazonaws.com/SignatureWools/Williston/JM174_williston_goldleaf.jpg
2	Mist	Taupe	http://jmish.s3.amazonaws.com/SignatureWools/Williston/JM228_williston_mist.jpg
2	Mist	Silver	http://jmish.s3.amazonaws.com/SignatureWools/Williston/JM228_williston_mist.jpg
2	Mist	Beige	http://jmish.s3.amazonaws.com/SignatureWools/Williston/JM228_williston_mist.jpg
2	Mist	Grey	http://jmish.s3.amazonaws.com/SignatureWools/Williston/JM228_williston_mist.jpg
2	Sandstone	Taupe	http://jmish.s3.amazonaws.com/SignatureWools/Williston/JM244_williston_sandstone.jpg
2	Sandstone	Green	http://jmish.s3.amazonaws.com/SignatureWools/Williston/JM244_williston_sandstone.jpg
2	Charcoal	Taupe	http://jmish.s3.amazonaws.com/SignatureWools/Williston/JM273_williston_charcoal.jpg
2	Charcoal	Grey	http://jmish.s3.amazonaws.com/SignatureWools/Williston/JM273_williston_charcoal.jpg
2	Silverton	Taupe	http://jmish.s3.amazonaws.com/SignatureWools/Williston/JM388_williston_silverton.jpg
2	Silverton	Silver	http://jmish.s3.amazonaws.com/SignatureWools/Williston/JM388_williston_silverton.jpg
2	Silverton	Grey	http://jmish.s3.amazonaws.com/SignatureWools/Williston/JM388_williston_silverton.jpg
2	Timeless	Silver	http://jmish.s3.amazonaws.com/SignatureWools/Williston/JM416_williston_timeless.jpg
2	Timeless	Grey	http://jmish.s3.amazonaws.com/SignatureWools/Williston/JM416_williston_timeless.jpg
2	Ivory	White	http://jmish.s3.amazonaws.com/SignatureWools/Williston/JM444_williston_ivory.jpg
2	Black Sea	Grey	http://jmish.s3.amazonaws.com/SignatureWools/Williston/JM464_williston_blacksea.jpg
2	Bronze	Taupe	http://jmish.s3.amazonaws.com/SignatureWools/Williston/JM465_williston_bronze.jpg
2	Bronze	Brown	http://jmish.s3.amazonaws.com/SignatureWools/Williston/JM465_williston_bronze.jpg
2	Venice	Silver	http://jmish.s3.amazonaws.com/SignatureWools/Williston/JM563_williston_venice.jpg
2	Venice	Blue	http://jmish.s3.amazonaws.com/SignatureWools/Williston/JM563_williston_venice.jpg
3	Khaki	Taupe	http://jmish.s3.amazonaws.com/SignatureWools/Allure/allure_khaki.jpg
3	Khaki	Gold	http://jmish.s3.amazonaws.com/SignatureWools/Allure/allure_khaki.jpg
3	Gold Leaf	Gold	http://jmish.s3.amazonaws.com/SignatureWools/Allure/allure_goldleaf.jpg
3	Sandstone	Taupe	http://jmish.s3.amazonaws.com/SignatureWools/Allure/allure_sandstone.jpg
3	Sandstone	Green	http://jmish.s3.amazonaws.com/SignatureWools/Allure/allure_sandstone.jpg
3	Silverton	Taupe	http://jmish.s3.amazonaws.com/SignatureWools/Allure/allure_silverton.jpg
3	Silverton	Silver	http://jmish.s3.amazonaws.com/SignatureWools/Allure/allure_silverton.jpg
3	Silverton	Grey	http://jmish.s3.amazonaws.com/SignatureWools/Allure/allure_silverton.jpg
3	Ivory	White	http://jmish.s3.amazonaws.com/SignatureWools/Allure/allure_ivory.jpg
3	Bronze	Taupe	http://jmish.s3.amazonaws.com/SignatureWools/Allure/allure_bronze.jpg
3	Bronze	Brown	http://jmish.s3.amazonaws.com/SignatureWools/Allure/allure_bronze.jpg
